Id,est_year,season,PC1,PC2,PC3
526,1971,Fall,-3.38415092943199,-1.49822687989853,-0.625352539984534
537,1971,Fall,-1.02365031437816,0.46086734220291,-0.455238866776205
539,1971,Fall,-0.178714181373178,0.24295066242767,-0.920684028844441
551,1971,Fall,-2.41645709531043,1.53736822300768,0.053719282835564
552,1971,Fall,-1.59212872365515,0.565583328284466,0.407983605885087
561,1971,Fall,-2.14648403964278,-0.0180091550241601,-0.117543052152694
562,1971,Fall,-1.1171497537678,0.171194585022319,-0.170919806711852
612,1971,Fall,0.423499452700471,-0.0150257353400361,-0.296673663898553
613,1971,Fall,-2.46584543510815,-0.426393595611514,-0.400327340203702
615,1971,Fall,-0.955753944682847,0.790831637305338,-0.097614977798849
616,1971,Fall,0.419764801636683,0.810535631770291,-0.349895705469041
621,1971,Fall,-1.29694746984851,-1.31937932282987,-0.421384817008345
622,1971,Fall,1.09755177377978,0.561392026034655,-0.960200075480587
623,1971,Fall,-0.56491111221511,1.90173908288745,-0.13522239654662
625,1971,Fall,-3.05441663009094,-2.40742982106408,-0.278196170788308
626,1971,Fall,-0.430226361028588,0.994856146086925,-0.370416634628853
631,1971,Fall,0.336519621311011,0.811635888556778,-0.454425379043731
632,1971,Fall,-0.449713089176568,0.836146800925022,0.152871687972065
635,1971,Fall,-0.905587402080534,1.69266530303455,-0.45614538954995
636,1971,Fall,1.3550046838769,0.474279388153747,-1.08776113775611
464,1971,Spring,-2.05364744505079,-0.258472820966936,0.550407694251001
465,1971,Spring,-1.38043032944618,0.401357266191945,0.943582376470186
511,1971,Spring,-1.87956609282151,1.16806925179229,0.630321450742281
512,1971,Spring,-2.28001079407193,1.11073407289279,0.399044799241205
513,1971,Spring,-1.82106257965889,0.902871477915941,0.705675737213892
514,1971,Spring,-2.09674942641213,1.03154207478246,0.453129212793111
515,1971,Spring,-1.06520015926453,0.0876396101430263,1.14954002538654
521,1971,Spring,-2.73487862432292,0.0925811791372031,0.233163995785623
522,1971,Spring,-1.15897464327998,0.122457996840378,1.08865570120256
525,1971,Spring,-1.91918590355521,0.663671594184044,-0.0880844863858587
526,1971,Spring,-2.38947651573339,0.0155886671721604,-0.193502119033646
537,1971,Spring,-1.80687836132568,0.623128063783947,-0.0311266783753814
539,1971,Spring,-0.939846914343745,0.125605015640309,0.0403919421589469
551,1971,Spring,-2.35904705046656,0.725131125936136,0.119841275730438
552,1971,Spring,-1.64803179286248,-0.168017495684204,-0.0958781603160386
561,1971,Spring,-3.03025793581864,-0.555621688043315,-0.261292141344027
562,1971,Spring,-2.67178364402016,0.257053065506754,-0.00423387602730954
612,1971,Spring,-3.26967004060174,-0.272802817726354,-0.234237811908149
613,1971,Spring,-3.05866728338461,-0.362453552842629,-0.191658936467355
615,1971,Spring,-3.70866443962251,-1.18415396330369,-0.373073339809163
616,1971,Spring,-4.25027854142645,-2.02765154127917,-0.603886357498889
621,1971,Spring,-2.58583240142418,-0.327033814445176,-0.271948494284028
622,1971,Spring,-3.35797137814359,-1.25632856982157,-0.494409014439961
623,1971,Spring,-2.62895340826791,-0.427765443626012,-0.478871260278554
625,1971,Spring,-3.30006146000008,-0.204151970111583,-0.1880964680791
626,1971,Spring,-0.521001077604332,0.0103999296390784,-0.387834159631953
627,1971,Spring,-0.00216589691926439,1.38575143364705,-0.204311416900566
631,1971,Spring,-2.89798923306608,-1.31231803990091,-0.49969088571461
632,1971,Spring,-3.83350891605035,-1.63549339925948,-0.706643819062254
635,1971,Spring,-2.94720159338746,-0.977099505588697,-0.515613607624417
636,1971,Spring,-2.58995996972564,-1.20209338210573,-0.401148722692823
464,1972,Fall,-1.90372926475613,1.06654911900673,0.318140938542586
465,1972,Fall,-1.56362462796938,0.6470116066581,0.603812086203122
466,1972,Fall,-1.54970027622943,1.51989434912928,0.11155604194255
511,1972,Fall,-0.474269670928783,-0.210842405293449,1.46941169986383
512,1972,Fall,-1.93649258789053,0.897079345168066,0.158239761875892
513,1972,Fall,-1.84534231845458,1.04404399812484,0.347632553718805
514,1972,Fall,-2.46209748957649,1.39923333984504,0.0800799944025528
515,1972,Fall,-1.91669031809646,0.614083880835498,0.475317091877443
521,1972,Fall,-2.23374295995741,1.15093752937003,0.278757918116267
522,1972,Fall,-3.18845759540857,-0.57866070254512,-0.264731253354639
525,1972,Fall,-1.93235107013981,0.269088232232718,-0.206612030388439
526,1972,Fall,-1.79962377435305,0.359626397545127,-0.0893897454830245
537,1972,Fall,-3.30220405120253,-0.965691269795407,-0.442775578991734
539,1972,Fall,-2.67044021635577,-0.17197657073225,-0.238457347968843
551,1972,Fall,-2.42311719862321,0.219280183969175,-0.0308697531348417
552,1972,Fall,-2.02988834254932,0.590281711606313,0.0443036687570993
561,1972,Fall,-3.57852299742183,-0.997546708227089,-0.361417808591931
562,1972,Fall,-2.12361934860694,0.0544642331369454,-0.114349853956515
612,1972,Fall,-2.43215428790244,-0.457981288410072,-0.217719458951647
613,1972,Fall,-1.87166358231216,0.704944430121384,-0.226070987841475
615,1972,Fall,-2.37044594875512,-0.629216420012937,-0.213254152826115
616,1972,Fall,-1.84939981055685,0.840306297408719,0.0192794412315258
621,1972,Fall,-2.95815621841602,-1.96833927019527,-0.189390202075005
622,1972,Fall,-0.204618499991948,0.233066961029446,-0.7385587131951
623,1972,Fall,-3.50082112705385,1.92452806447341,0.172211607430533
625,1972,Fall,-3.33227865027396,-1.72731659738636,-0.512459317026392
626,1972,Fall,-1.69706122643316,-0.131675306795429,-0.436471763585244
631,1972,Fall,-3.94442297026531,-2.22624030046604,0.234986096233998
632,1972,Fall,0.00856322386197719,0.856901686935646,-0.534354843239595
635,1972,Fall,-4.41484515427482,-2.1135121960563,-1.13982339661361
636,1972,Fall,-0.0584144109298111,1.221707538102,-0.568056648279747
464,1972,Spring,-3.14891111002996,-0.245939640764254,0.0146614805253224
465,1972,Spring,-2.24968191820108,0.420494521957388,0.342550808399312
511,1972,Spring,-2.15479039503179,1.59107495557959,0.187150453884901
512,1972,Spring,-2.21293705546462,1.12602387945186,0.171180661083884
513,1972,Spring,-2.0235466464988,0.580974682399355,0.741425621132168
514,1972,Spring,-2.56558337043634,0.970314000325864,0.0806693240383013
515,1972,Spring,-2.09851422523508,0.713203185825269,0.276123960762157
521,1972,Spring,-1.73671250703018,0.62140043926014,0.699239920514787
522,1972,Spring,-2.4600989881401,0.048597008185046,0.194043052240416
525,1972,Spring,-2.87295506379846,-0.267417767312404,-0.206847615914051
526,1972,Spring,-2.97474630202805,-0.138361927471804,-0.23804808042747
537,1972,Spring,-2.58512124118092,-0.375613299323502,-0.273123074936416
539,1972,Spring,-1.41044354304671,0.699737354540746,0.296682556728369
551,1972,Spring,-2.45631827446525,0.898360685141159,0.153963116546788
552,1972,Spring,-1.87534779233325,0.238533823734882,0.402246877996127
561,1972,Spring,-2.34163345777759,1.04559626644057,0.112112974509793
562,1972,Spring,-2.32534436862003,0.214923991651423,0.0640675346550137
612,1972,Spring,-3.0432331062823,-1.18010820424176,-0.378075550473621
613,1972,Spring,-4.03993053276549,-1.73889545456868,-0.517528256300826
615,1972,Spring,-3.94814898932628,-1.6652814208765,-0.502793004563652
616,1972,Spring,-4.48941660997061,-2.20273971455357,-0.648093557391073
621,1972,Spring,-4.33430590438193,-2.06470480244313,-0.616872314321795
622,1972,Spring,-3.13226364425398,-0.98722843700604,-0.522916884392365
623,1972,Spring,-4.18088394849907,-1.90297717580053,-0.624131340305694
625,1972,Spring,-4.67429731102034,-2.38274495257377,-0.678956066754858
626,1972,Spring,-0.416504085421552,-0.2595378976073,-0.79431072917233
631,1972,Spring,-3.79778085208087,-1.81032391515501,-0.626967781563467
632,1972,Spring,-3.29708894182192,-1.10411414867476,-0.29000607945403
635,1972,Spring,-3.51055587061451,-2.35355051599837,-0.165056836148704
636,1972,Spring,-3.77917266950368,-2.72307613845625,-0.0692792859919524
464,1973,Fall,-1.64067359661118,0.944013112824018,0.189400368407667
465,1973,Fall,-2.05926360059794,1.10189113947514,0.117129149326735
511,1973,Fall,-2.37267691466444,1.17592446102817,0.150891209195322
512,1973,Fall,-2.0822383980972,0.805211549875179,0.0614184047870178
513,1973,Fall,-2.11884626748704,1.10385200675226,0.440132498998409
514,1973,Fall,-2.44301596940553,1.15839131594138,0.0466399963250907
515,1973,Fall,-1.99050683582255,1.19502794873563,0.285399352043543
521,1973,Fall,-2.10603547586381,1.29810186827339,0.231202844080656
522,1973,Fall,-2.49216354596993,0.147389596014632,0.0198554481468018
525,1973,Fall,-2.28824308794716,0.0666196431688971,-0.129038912375868
526,1973,Fall,-3.83532339296158,-1.68131420049183,-0.655566842837514
537,1973,Fall,-3.90322884749956,-1.70992509576032,-0.56858595514173
539,1973,Fall,-2.66623208509404,-0.85483303889931,-0.383196851888793
551,1973,Fall,-2.39656108102066,0.210170939754705,-0.0554689392721973
552,1973,Fall,-2.2553483578854,0.319079464192052,-0.140475698303591
561,1973,Fall,-4.23722800302343,-1.5987071379892,-0.503105577569734
562,1973,Fall,-2.645360893796,-0.0411737725008606,-0.161647988930005
612,1973,Fall,0.14922495236606,-0.774462970558812,-0.325466454064587
613,1973,Fall,-1.54337187803123,0.508988109407799,-0.24625106001406
614,1973,Fall,-3.21783480750622,-2.1696747177238,-0.0692827399069555
615,1973,Fall,-1.54159220982924,-0.106756944489235,-0.149915773849443
616,1973,Fall,0.705000148475427,0.756782881908306,-0.878948862744482
621,1973,Fall,-0.487485360106816,-0.57425015420148,-0.58685902706127
622,1973,Fall,0.183596480717141,0.684798799779011,-0.555388991635157
623,1973,Fall,-3.50040697199227,1.92427859299038,0.172228083064744
625,1973,Fall,-3.83307334879868,-1.37244113137637,-0.756258785528962
626,1973,Fall,-1.27262075312192,1.32417402473022,-0.382959669803733
627,1973,Fall,1.4212445759395,0.427168586757326,-1.11929112586654
631,1973,Fall,-0.730952624707507,-0.676553700849008,-0.477788850132051
632,1973,Fall,-0.733036725696874,0.829479149487104,-0.468308362311079
635,1973,Fall,-1.24383411007923,0.206248710970211,-0.470185166940613
636,1973,Fall,1.16269255454029,0.264633761160005,-1.08465824170986
464,1973,Spring,-3.2709794103493,-0.521643756846742,-0.246005855456723
465,1973,Spring,-2.34047999598214,0.937727199507992,0.439183224179594
511,1973,Spring,-2.18145138583023,1.35516832176906,0.444557195472611
512,1973,Spring,-2.28011528859958,0.819875354404684,0.504454544201135
513,1973,Spring,-2.26055419147123,0.92051259659255,0.475016406710465
514,1973,Spring,-2.06013602363457,1.38620271894037,0.497683788806645
515,1973,Spring,-2.04597301490505,0.00161246587193511,0.43931352380809
521,1973,Spring,-2.18848731135044,0.685178277324561,0.308466982219608
522,1973,Spring,-2.65435895539102,0.490318072284502,0.0823159502023036
525,1973,Spring,-1.95357384196499,0.501561093654955,-0.114429482388443
526,1973,Spring,-1.86607865796238,0.79412661385555,-0.0973572152774092
537,1973,Spring,-0.387005472254428,0.909623889261134,0.24401144680068
539,1973,Spring,-1.74793771393125,1.1772513999136,0.312638288277595
551,1973,Spring,-2.84953388740834,0.327308227463828,-0.0631993610458055
552,1973,Spring,-2.33749264488968,1.31038881444121,0.00678317405751245
561,1973,Spring,-2.43030814410343,1.75139721184926,0.378300357846823
562,1973,Spring,-2.37153260615918,0.793788617077293,0.169280630922434
612,1973,Spring,-1.21631676797559,1.01029824035552,0.137192634766321
613,1973,Spring,-2.28702483334801,0.0998596165121712,-0.0976231616745932
614,1973,Spring,-2.91395111049686,-0.155335587914991,-0.411052208119527
615,1973,Spring,-3.35988528387747,-1.14069523346134,-0.406571920494063
616,1973,Spring,-4.08568895830416,-1.96669060420037,-0.664041801696406
621,1973,Spring,-3.33036524475806,-0.892716899539255,-0.345876299099572
622,1973,Spring,-1.30971192376277,0.118946662081058,-0.394663681159821
623,1973,Spring,-2.69780990749738,-0.712300369922017,-0.568283814069219
625,1973,Spring,-3.91007363521565,-1.58249728640639,-0.547496086950833
626,1973,Spring,-2.95725389658363,-0.760850336811856,-0.437987179374652
627,1973,Spring,-1.56021536814979,1.00900780693066,-0.882434819320374
631,1973,Spring,-3.95573592901663,-1.80893060268338,-0.598448605409525
632,1973,Spring,-2.97605183037321,-1.06785045726905,-0.52539383671985
635,1973,Spring,-3.75353629224151,-1.73176067482918,-0.640836605687051
636,1973,Spring,-4.0731948847937,-1.8040345090272,-0.512452354001567
464,1974,Fall,-1.48559738255572,0.865190655618499,0.638977591996294
465,1974,Fall,-1.97733352085621,0.362652441617121,0.291915078551993
511,1974,Fall,-2.36394995113024,0.425784959206494,-0.0738040949965429
512,1974,Fall,-1.84039708158303,0.553396509821259,0.356125233703438
513,1974,Fall,-1.8661781933045,1.31892297071825,0.324155155121705
514,1974,Fall,-2.54670069033904,1.35906945868657,0.082675462147583
515,1974,Fall,-1.88622908451972,0.860391032654911,0.492313655475339
521,1974,Fall,-2.25502442078814,0.368193346428373,0.0988358071100875
522,1974,Fall,-2.24055368841824,0.68870192509298,-0.0619214539380323
525,1974,Fall,-2.26756936337894,0.101551720467881,-0.265132803157362
526,1974,Fall,-3.21116480762543,-0.713147622818151,-0.44260243001317
537,1974,Fall,-2.58786336397939,-0.979163692848894,-0.68137573282129
539,1974,Fall,-4.22414930123193,-1.99343901156524,-0.635684325222592
551,1974,Fall,-2.41388617110643,1.08400657960199,0.167057348900828
552,1974,Fall,-1.50196703809568,0.109537609388195,-0.247592581308468
561,1974,Fall,-1.42570435407623,1.51808074484231,0.0974132693579987
562,1974,Fall,-2.62035592205196,-0.417586076538833,-0.274048717919055
612,1974,Fall,-2.3026027935642,-0.669830385979535,-0.179013109055502
613,1974,Fall,-2.35199271049953,-0.182592791747153,-0.226042252578157
614,1974,Fall,-1.53852090018479,2.07548076202147,-0.653351387568899
615,1974,Fall,-1.58009440539642,-0.228192158863529,-0.306209336414347
616,1974,Fall,0.461363805966543,0.759688967017986,-0.741910230681415
621,1974,Fall,-0.999194159988356,0.883022228616657,-0.405675616561253
622,1974,Fall,-0.578269134885359,-0.143549399536267,-0.941420707692303
623,1974,Fall,1.06345858536358,0.446661905747483,-0.832357754910359
625,1974,Fall,-3.14808180358742,-2.5704171707547,-0.483383968196998
626,1974,Fall,0.053996410250849,0.138033640712422,-0.871179493341651
631,1974,Fall,-0.846953264553324,-0.522505275827686,-0.422329040046416
632,1974,Fall,-0.467157851225914,1.14880640999485,-0.0307389901037803
635,1974,Fall,-1.76600966376255,1.98308773216354,-0.0324220923864106
636,1974,Fall,-0.0553871669000689,0.981898481462814,-0.496395312890733
464,1974,Spring,-3.72239388452479,-1.10465268908899,-0.345720549534789
465,1974,Spring,-2.81148809031607,0.585125797728643,0.00860982307166047
511,1974,Spring,-2.21120917304293,1.22427524592401,0.404299569392638
512,1974,Spring,-2.16593019475906,1.31828782468375,0.273770388653171
513,1974,Spring,-1.73578429579997,1.15396193819398,0.423401232146461
514,1974,Spring,-2.14231622688912,1.58699538438267,0.135547752250864
515,1974,Spring,-2.17398182153415,0.274973275648608,0.40304627581247
521,1974,Spring,-2.30124228265388,0.853199258766246,0.239199841021589
522,1974,Spring,-2.7489519518196,-0.203635929028029,0.0863874367735216
525,1974,Spring,-2.47060896348124,0.888424993247303,0.0540743886047515
526,1974,Spring,-3.75251158470432,-1.31528888351072,-0.500155044452198
537,1974,Spring,-1.93414663806123,-0.0828342829356097,-0.394047061688962
539,1974,Spring,-4.28953612726612,-2.08226101482843,-0.596973954790462
551,1974,Spring,-2.12141166092509,1.31750250731112,0.200949974549495
552,1974,Spring,-1.47173855839383,1.23601030876896,0.104792298932503
561,1974,Spring,-3.94131835264574,-1.4505940696237,-0.442987976212839
562,1974,Spring,-2.06154416581605,1.08067257475617,0.106845321510158
612,1974,Spring,-1.56939314082446,0.860134471482836,-0.154711211118188
613,1974,Spring,-3.77824558795837,-1.74844636942855,-0.505487610794335
614,1974,Spring,-1.69521750393373,0.98365166888848,0.0828716207574281
615,1974,Spring,-3.94022555089817,-1.58620837954636,-0.484011279108855
616,1974,Spring,-1.49344341537661,0.253665735738832,-0.113216306871656
621,1974,Spring,-1.965649905345,-0.0802568208890539,-0.231981618650083
622,1974,Spring,-3.94515093803241,-1.77357138225833,-0.600966734419731
623,1974,Spring,-1.76416432418613,1.99660287036705,0.161758341890491
625,1974,Spring,-4.65932487178272,-2.36973685431591,-0.677163344546824
626,1974,Spring,-4.12452650901485,-1.91875679641488,-0.628402321144436
632,1974,Spring,-3.42806792297135,-1.36413301169766,-0.253508056567479
635,1974,Spring,-3.61747638594333,-2.78719609227193,-0.0307784850747661
464,1975,Fall,-1.2267646049954,1.44929885109181,0.052382032806831
465,1975,Fall,-1.17543278529006,0.339048299825779,0.906293272578984
468,1975,Fall,-2.23533788488183,1.69888199332565,0.261198518389394
511,1975,Fall,-1.81102247557317,0.702335174263488,0.275629138973948
512,1975,Fall,-1.05245171303489,0.543208970454523,0.838513088092123
513,1975,Fall,-1.74706789986233,0.97380683774898,0.126400793643164
514,1975,Fall,-2.09197836855837,1.04348652319674,0.133216627466626
515,1975,Fall,-1.36498488304854,0.581707255390785,0.584377791060765
521,1975,Fall,-2.38478890991766,0.564679512221295,0.229630591794479
522,1975,Fall,-2.46074793338169,0.566548468607818,-0.032783551807189
525,1975,Fall,-2.75331402733277,-0.688979954306005,-0.351983790184443
526,1975,Fall,-3.42522304669804,-1.28185225789283,-0.540524852247567
537,1975,Fall,-0.829902360482028,0.601349238123828,-0.256220890948142
539,1975,Fall,-3.81297315999633,-1.76598433252822,-0.5521502534571
551,1975,Fall,-1.08434995067198,0.901762545637261,0.0491120675130857
552,1975,Fall,-1.12864846838769,1.29330437418198,0.157447208350477
561,1975,Fall,-4.02819194496887,-1.56986135063521,-0.486608161635495
562,1975,Fall,-0.989160318101241,0.687005154059353,-0.146499466019551
612,1975,Fall,-3.3306732483126,-1.02001628060818,-0.415363133166565
613,1975,Fall,-3.8962544184738,-1.67614642084688,-0.613828243701019
614,1975,Fall,-4.32595379263728,-2.0744090486229,-0.61862133985897
615,1975,Fall,-3.55566837606795,-1.3278021126564,-0.494033936653191
616,1975,Fall,-2.80984027123244,-1.09526183901203,-0.49422775477307
621,1975,Fall,-2.73469776648765,-1.50795105213119,-0.169964131875002
622,1975,Fall,-1.8166943287673,0.480089499263485,-0.452014669274662
623,1975,Fall,-0.315865774307723,0.733483635533129,-0.629221775648044
625,1975,Fall,-3.35376249980097,-2.37584745059396,-0.207309846633393
626,1975,Fall,-0.828553762072081,0.976835958905274,-0.34012028065953
631,1975,Fall,-3.20792253063749,-2.71198597600482,-0.237022987695976
632,1975,Fall,-1.00091664261983,1.00825974292415,-0.29334989699345
635,1975,Fall,-1.80687007350248,-0.722414125613332,-0.534246510021046
636,1975,Fall,0.0919736609772555,1.21101517041832,-0.422916833337
464,1975,Spring,-3.09597050662342,-0.342800708771008,-0.22709225816663
465,1975,Spring,-2.29409276851216,0.846146840180685,0.102233490472587
511,1975,Spring,-2.02878523368704,1.21889410632152,-0.14267751755395
512,1975,Spring,-2.9093652995644,0.449263698549807,-0.316882537082623
513,1975,Spring,-1.99004245158719,1.26502222785484,0.0800192799862089
514,1975,Spring,-1.80366460382328,1.23760628161397,0.331586363435162
515,1975,Spring,-1.55553417628361,0.236421822177704,0.723231889622499
521,1975,Spring,-2.16476781379566,0.988683635140136,0.353538147073365
522,1975,Spring,-3.3212253978891,-0.482678347471046,-0.386463595282428
525,1975,Spring,-2.84779699251266,-0.349937124648958,-0.250374394399737
526,1975,Spring,-2.86478875935388,-0.210278851575042,-0.284863315947614
537,1975,Spring,-2.43051783496949,-0.0704328339979973,-0.473041046466524
539,1975,Spring,-2.25567165897614,0.681464705413176,-0.298313927664437
551,1975,Spring,-2.22042346856924,0.433449732408165,0.342400890768763
552,1975,Spring,-3.27572753451687,-0.68756369000765,-0.327691030554163
561,1975,Spring,-2.41974545665802,1.76732755983723,0.395529503656025
562,1975,Spring,-2.40592795535879,0.978278134132864,0.0184946211431198
612,1975,Spring,-2.13446241563913,0.761498330528317,-0.00751382743511672
613,1975,Spring,-2.32284877864441,0.340167823454561,-0.491912933475464
615,1975,Spring,-3.91073864301813,-1.62088541182608,-0.56639789393852
616,1975,Spring,-4.01980033341117,-1.74279897366693,-0.594497897266211
621,1975,Spring,-3.41318015608895,-1.57137081918532,-0.426853391450608
622,1975,Spring,-2.73164038774056,-1.1257021970517,-0.434661244714127
623,1975,Spring,-0.608179194015981,1.57256904392129,-0.487690987082151
626,1975,Spring,-1.58291460447547,-0.452342448778648,-0.531363352474268
627,1975,Spring,0.305630821348784,0.377374541025197,-0.824888987394226
632,1975,Spring,-2.76801109242165,-1.30096629365331,-0.425286295649646
464,1976,Fall,-1.50777784685122,1.46766089716048,-0.00185571872178379
465,1976,Fall,-1.7218003519308,0.985706643389845,0.43513408288801
511,1976,Fall,-1.28348929269044,0.869971544198152,0.741207745962753
512,1976,Fall,-2.09228600509692,1.46605266546958,0.0314376224584151
513,1976,Fall,-1.97454132304502,1.66863457807442,0.185523044237656
514,1976,Fall,-2.38562419726798,0.839413669281336,-0.0486648541966946
515,1976,Fall,-2.09465754055719,1.25719549487248,0.0962776918857779
521,1976,Fall,-2.22776513321136,1.60837454975988,0.117096049982894
522,1976,Fall,-2.91969184164332,0.511281728034913,-0.195212156450239
525,1976,Fall,-2.08662814975089,-0.405537383215061,-0.410220778635603
526,1976,Fall,-2.34635086736716,-0.246635747519636,-0.31445508144435
537,1976,Fall,-2.38571215560186,-0.570166842846243,-0.51885425447685
539,1976,Fall,0.592197402983069,0.754312126004713,-0.816712225626854
551,1976,Fall,-1.32229542964035,1.4476188476055,-0.0126989442560564
552,1976,Fall,-1.0581421699842,1.14678054944669,0.103352748300859
561,1976,Fall,-1.47441489414607,1.67758634580442,-0.584717065271895
562,1976,Fall,-2.76882925935627,-0.639653653792818,-0.181910716916951
612,1976,Fall,-1.6752250523524,0.161739205540373,-0.373348383414564
613,1976,Fall,-1.1618524336114,0.131703161604277,-0.319926682329234
614,1976,Fall,-3.3908587030247,-2.27686104391664,-0.0996412775689615
615,1976,Fall,-2.07301238917321,-0.63332044041727,-0.216842052410177
616,1976,Fall,0.677223553086347,0.685230975814727,-0.804655392466778
621,1976,Fall,-3.26368651887974,-2.15569871786371,-0.166342166180287
622,1976,Fall,-0.486434216744978,1.25073235571272,-0.421601669356855
623,1976,Fall,-0.366298861514078,0.720304294145567,0.861922465844382
625,1976,Fall,-2.93654045518507,-2.4981398054533,-0.208400666289791
626,1976,Fall,-0.431952657003388,0.582849158335201,-0.522311333905069
627,1976,Fall,-0.291888065992462,1.21756956254183,-0.477885249657746
631,1976,Fall,-1.43428715289937,-1.28697652255682,-0.172877057575277
632,1976,Fall,-0.0761405349193538,0.663282697858505,-0.63947893989323
