PC1,PC2,PC3,svspp
-2.8148735901166,-1.21433108704104,-0.845697615951854,1
-1.8644513651464,1.32020987044705,-0.0938105374080302,2
-7.43430008788143,-2.38610716113107,0.186015720376627,3
-3.37692063830022,-2.77030935912467,-0.449379421610855,4
-2.93285359119113,-2.5484956451719,-0.257502595618577,5
-7.67555261709304,-3.28310812652964,1.65195544971897,6
-3.64107241081324,-2.69451833861614,0.0605686792031973,7
-3.43000248050342,-2.52812061659675,-0.520828664569128,8
-6.07492747273301,-2.36417871677094,-0.618232014251507,9
-6.18419493587506,-2.87677048545253,-1.15883858164241,12
-3.62023493281359,-2.79381318756717,-0.0297930007084254,13
-2.80538135262961,-2.50218398260173,-1.48382963716577,14
-4.67430797930577,-2.38274974157076,-0.678955292751598,15
-4.41592644813811,-2.11399937449413,-1.13999077358441,16
-2.90417947743983,-2.92384487850319,-0.308933870096011,18
-2.97841098917193,-3.10930613444703,0.214403347686672,19
-2.62052897907097,-2.37897722604978,0.28604528368756,20
-3.84155665793037,-2.1798910114425,-1.13694579629806,21
-4.06200820070333,-2.22508723798653,0.787214814822108,22
-4.25404740112526,-1.62976373057486,-0.543825409760644,23
-2.53607425208605,-2.21772774213855,-0.497583697786435,24
-1.67475153014918,-2.54752715815613,0.117630971267469,25
-2.57215530229314,-2.55111304964475,0.68413121709039,27
-4.12545201004527,-2.20244417955533,-0.387027671350461,28
-3.64704941498265,-2.88333141751013,0.272697122155751,29
2.74820951639423,-0.534157282284464,0.278380583824472,30
1.51707491412079,-0.119902830190822,-0.425777519892006,31
0.145627752306865,0.363083190532897,0.948688721493976,32
1.19493994385866,0.324709912097756,0.593552973096711,33
-0.220386375878476,0.805771089710349,0.244708829748616,34
-1.12469281602966,0.374531326449907,0.966072900375629,35
0.27877855179117,0.439391379333028,1.20801118499575,36
-0.766431405262948,1.15692880728878,-0.42568536611561,37
1.38367885341716,-0.523237068913181,0.955771227197811,38
3.23872403800132,-0.236521470879194,-0.412090108235867,43
3.33698722931488,-0.504283696337005,-0.452474752935821,44
0.640344796049184,-0.264165850014246,1.81147982730957,45
-1.27139293459678,-0.407640189842954,1.48455528890691,46
1.03543247934756,-0.331745982854193,-0.158994697693129,47
2.04537385407304,-0.940536196391056,0.549517785382493,53
3.88536598800862,-0.96534495285366,0.263667490526809,54
3.71272084641709,-1.2744050340507,0.331502937553046,56
4.62357541061368,-1.42713760757023,-0.332842123228088,57
-0.697715345738404,0.265453500800933,0.528048037779432,60
5.22440555336551,-1.93594118153876,0.269626112556636,61
-3.21729269165984,1.77708151980365,-0.245689750920802,63
-1.0903917409163,0.496859854556521,0.612005672552317,64
-0.893104105919809,0.0401962841615051,1.13308977338788,65
3.40016705806366,-2.12194989108933,3.10937051750145,66
-1.64147309123051,0.622878422500647,0.894811843897646,67
-1.53129670707281,0.868073445494451,-1.55536937520492,68
0.0749554989118263,0.780220454948151,0.641309600896913,69
0.543930789939995,0.212968574476445,1.85272606843266,70
-0.823606415645759,1.65436123700132,-1.15828272738831,72
-2.39108888961177,1.94090484238354,0.441559552337013,73
-1.19266809974152,1.45011972737675,-0.00659595939312436,74
-2.47221249523716,2.24911866974024,0.0709570559895982,75
-1.54938465202457,2.73937230532625,-0.298927672884321,76
-0.12694783967972,1.90154335633423,0.517505410668054,77
-0.762477093678581,1.90285980952794,-0.429655568472195,78
