YEAR,STAT AREA,SPPNAME,LANDED LBS,LIVE LBS,VALUE
1964,340,"HALIBUT, ATLANTIC",645.00,742.00,110.00
1964,340,"REDFISH, ACADIAN",6152200.00,6152200.00,260968.00
1964,340,CONFIDENTIAL,8330.00,8629.00,389.00
1964,350,"REDFISH, ACADIAN",3691180.00,3691180.00,146722.00
1964,350,CONFIDENTIAL,43953.00,54592.00,18326.00
1964,361,"HALIBUT, ATLANTIC",1113.00,1280.00,339.00
1964,361,"REDFISH, ACADIAN",500750.00,500750.00,20589.00
1964,361,CONFIDENTIAL,1070.00,1228.00,60.00
1964,410,"HALIBUT, ATLANTIC",3412.00,3923.00,1077.00
1964,410,"REDFISH, ACADIAN",11703175.00,11703175.00,474396.00
1964,410,CONFIDENTIAL,3767.00,4347.00,226.00
1964,420,"COD, ATLANTIC",810.00,946.00,46.00
1964,420,"HALIBUT, ATLANTIC",4684.00,5386.00,1503.00
1964,420,"REDFISH, ACADIAN",15073642.00,15073642.00,696080.00
1964,420,CONFIDENTIAL,9063.00,9172.00,465.00
1964,430,"REDFISH, ACADIAN",384100.00,384100.00,16071.00
1964,441,"HALIBUT, ATLANTIC",2107.00,2422.00,483.00
1964,441,"REDFISH, ACADIAN",2339843.00,2339843.00,106709.00
1964,441,CONFIDENTIAL,15720.00,16447.00,1006.00
1964,442,"COD, ATLANTIC",3904.00,4568.00,163.00
1964,442,CUSK,250.00,282.00,10.00
1964,442,"FLOUNDER, AMERICAN PLAICE",1007.00,1007.00,55.00
1964,442,"FLOUNDER, WITCH",1722.00,1722.00,104.00
1964,442,"HALIBUT, ATLANTIC",1324.00,1521.00,384.00
1964,442,POLLOCK,830.00,937.00,33.00
1964,442,"REDFISH, ACADIAN",2441189.00,2441189.00,108130.00
1964,442,CONFIDENTIAL,4020.00,4718.00,327.00
1964,443,"COD, ATLANTIC",16785.00,19639.00,1235.00
1964,443,CUSK,430.00,486.00,33.00
1964,443,"FLOUNDER, AMERICAN PLAICE",22555.00,22555.00,1338.00
1964,443,"FLOUNDER, WITCH",214100.00,214100.00,20173.00
1964,443,HADDOCK,18420.00,20998.00,1941.00
1964,443,"HAKE, WHITE",1190.00,1595.00,103.00
1964,443,"HALIBUT, ATLANTIC",4127.00,4744.00,1071.00
1964,443,POLLOCK,5420.00,6123.00,195.00
1964,443,"REDFISH, ACADIAN",11393525.00,11393525.00,501141.00
1964,443,CONFIDENTIAL,660.00,692.00,34.00
1964,451,"REDFISH, ACADIAN",775842.00,775842.00,35171.00
1964,451,CONFIDENTIAL,37258.00,39010.00,2598.00
1964,452,"COD, ATLANTIC",6455.00,7552.00,253.00
1964,452,CUSK,2165.00,2446.00,100.00
1964,452,"FLOUNDER, AMERICAN PLAICE",1088.00,1088.00,41.00
1964,452,"FLOUNDER, WITCH",4700.00,4700.00,270.00
1964,452,HADDOCK,16340.00,18627.00,1224.00
1964,452,POLLOCK,38295.00,43273.00,1840.00
1964,452,"REDFISH, ACADIAN",275610.00,275610.00,10891.00
1964,452,"WOLFFISH, ATLANTIC",140.00,168.00,5.00
1964,452,CONFIDENTIAL,1219.00,1606.00,97.00
1964,454,CONFIDENTIAL,26658.00,26667.00,1243.00
1964,455,"COD, ATLANTIC",14871.00,17397.00,748.00
1964,455,CUSK,5628.00,6358.00,322.00
1964,455,"FLOUNDER, AMERICAN PLAICE",3648.00,3648.00,184.00
1964,455,"FLOUNDER, WITCH",8658.00,8658.00,497.00
1964,455,HADDOCK,19935.00,22725.00,1563.00
1964,455,"HAKE, WHITE",2134.00,2860.00,122.00
1964,455,"HALIBUT, ATLANTIC",2511.00,2887.00,683.00
1964,455,POLLOCK,180125.00,203540.00,7119.00
1964,455,"REDFISH, ACADIAN",2107184.00,2107184.00,86095.00
1964,455,"WOLFFISH, ATLANTIC",1755.00,2106.00,67.00
1964,455,CONFIDENTIAL,1500.00,1500.00,75.00
1964,456,CONFIDENTIAL,150000.00,150000.00,5870.00
1964,457,"COD, ATLANTIC",20615.00,24119.00,932.00
1964,457,CUSK,5157.00,5827.00,262.00
1964,457,"FLOUNDER, AMERICAN PLAICE",3967.00,3967.00,198.00
1964,457,"FLOUNDER, WITCH",3218.00,3218.00,226.00
1964,457,HADDOCK,31522.00,35930.00,2335.00
1964,457,"HAKE, WHITE",5075.00,6798.00,277.00
1964,457,"HALIBUT, ATLANTIC",1507.00,1732.00,495.00
1964,457,POLLOCK,32100.00,36270.00,1498.00
1964,457,"POMPANO, KILLIFISH",5500.00,5500.00,315.00
1964,457,"REDFISH, ACADIAN",3491091.00,3491091.00,140813.00
1964,457,"WOLFFISH, ATLANTIC",1608.00,1930.00,65.00
1964,458,"REDFISH, ACADIAN",344400.00,344400.00,14085.00
1964,458,CONFIDENTIAL,23291.00,26477.00,962.00
1964,461,"COD, ATLANTIC",14983.00,17529.00,757.00
1964,461,CUSK,2735.00,3091.00,140.00
1964,461,"FLOUNDER, AMERICAN PLAICE",1408.00,1408.00,60.00
1964,461,"FLOUNDER, WITCH",2632.00,2632.00,214.00
1964,461,HADDOCK,36528.00,41638.00,3507.00
1964,461,"HAKE, WHITE",2598.00,3480.00,133.00
1964,461,"HALIBUT, ATLANTIC",1474.00,1693.00,474.00
1964,461,POLLOCK,18080.00,20429.00,744.00
1964,461,"POMPANO, KILLIFISH",3350.00,3350.00,167.00
1964,461,"REDFISH, ACADIAN",3052267.00,3052267.00,124746.00
1964,461,"WOLFFISH, ATLANTIC",1062.00,1274.00,53.00
1964,462,"COD, ATLANTIC",193538.00,226436.00,16290.00
1964,462,CUSK,38513.00,43516.00,2221.00
1964,462,"FLOUNDER, AMERICAN PLAICE",17524.00,17524.00,1065.00
1964,462,"FLOUNDER, WITCH",2982.00,2982.00,443.00
1964,462,HADDOCK,1776778.00,2025524.00,169823.00
1964,462,"HAKE, WHITE",2969.00,3977.00,263.00
1964,462,"HALIBUT, ATLANTIC",7495.00,8617.00,1701.00
1964,462,POLLOCK,117962.00,133296.00,6264.00
1964,462,"POMPANO, KILLIFISH",46266.00,46266.00,2120.00
1964,462,"REDFISH, ACADIAN",592820.00,592820.00,24482.00
1964,462,"WOLFFISH, ATLANTIC",4837.00,5804.00,325.00
1964,462,CONFIDENTIAL,889.00,889.00,52.00
1964,463,"COD, ATLANTIC",111098.00,129978.00,8824.00
1964,463,CUSK,9328.00,10537.00,551.00
1964,463,"FLOUNDER, AMERICAN PLAICE",7852.00,7852.00,453.00
1964,463,"FLOUNDER, WINTER",1316.00,1316.00,78.00
1964,463,"FLOUNDER, WITCH",8760.00,8760.00,751.00
1964,463,"FLOUNDER, YELLOWTAIL",2415.00,2415.00,47.00
1964,463,HADDOCK,962817.00,1097609.00,86215.00
1964,463,"HAKE, WHITE",6395.00,8569.00,461.00
1964,463,"HALIBUT, ATLANTIC",2742.00,3152.00,824.00
1964,463,POLLOCK,226395.00,255825.00,10233.00
1964,463,"POMPANO, KILLIFISH",14650.00,14650.00,691.00
1964,463,"REDFISH, ACADIAN",2146120.00,2146120.00,87557.00
1964,463,"WOLFFISH, ATLANTIC",7099.00,8518.00,367.00
1964,464,"COD, ATLANTIC",1605408.00,1878314.00,123900.00
1964,464,CUSK,159644.00,180383.00,11248.00
1964,464,"FLOUNDER, AMERICAN PLAICE",114174.00,114174.00,6619.00
1964,464,"FLOUNDER, WINTER",24616.00,24616.00,2767.00
1964,464,"FLOUNDER, WITCH",17479.00,17479.00,1810.00
1964,464,"FLOUNDER, YELLOWTAIL",67089.00,67089.00,3664.00
1964,464,HADDOCK,10786041.00,12296076.00,995059.00
1964,464,"HAKE, WHITE",32174.00,43103.00,2536.00
1964,464,"HALIBUT, ATLANTIC",15174.00,17444.00,3931.00
1964,464,POLLOCK,1004894.00,1135518.00,61032.00
1964,464,"POMPANO, KILLIFISH",18699.00,18699.00,1094.00
1964,464,"REDFISH, ACADIAN",3983748.00,3983748.00,168289.00
1964,464,"WOLFFISH, ATLANTIC",186183.00,223420.00,10667.00
1964,464,CONFIDENTIAL,100.00,100.00,5.00
1964,465,"COD, ATLANTIC",260812.00,305139.00,18675.00
1964,465,CUSK,62966.00,71145.00,2799.00
1964,465,"FLOUNDER, AMERICAN PLAICE",50802.00,50802.00,3525.00
1964,465,"FLOUNDER, WINTER",25960.00,25960.00,1573.00
1964,465,"FLOUNDER, WITCH",28626.00,28626.00,2909.00
1964,465,"FLOUNDER, YELLOWTAIL",4525.00,4525.00,171.00
1964,465,HADDOCK,683751.00,779470.00,68298.00
1964,465,"HAKE, WHITE",72616.00,97304.00,3929.00
1964,465,"HALIBUT, ATLANTIC",1082.00,1242.00,281.00
1964,465,POLLOCK,434748.00,491259.00,23860.00
1964,465,"REDFISH, ACADIAN",1107268.00,1107268.00,42118.00
1964,465,"WOLFFISH, ATLANTIC",36675.00,44010.00,2022.00
1964,465,CONFIDENTIAL,2325.00,2325.00,81.00
1964,466,"COD, ATLANTIC",117268.00,137198.00,9954.00
1964,466,CUSK,6836.00,7722.00,354.00
1964,466,"FLOUNDER, AMERICAN PLAICE",23077.00,23077.00,1356.00
1964,466,"FLOUNDER, WINTER",1150.00,1150.00,94.00
1964,466,"FLOUNDER, WITCH",11631.00,11631.00,1284.00
1964,466,HADDOCK,474380.00,540789.00,57303.00
1964,466,"HAKE, WHITE",27353.00,36652.00,1885.00
1964,466,"HALIBUT, ATLANTIC",491.00,564.00,206.00
1964,466,POLLOCK,43310.00,48940.00,2484.00
1964,466,"REDFISH, ACADIAN",114770.00,114770.00,5330.00
1964,466,"WOLFFISH, ATLANTIC",1288.00,1546.00,72.00
1964,466,CONFIDENTIAL,300.00,300.00,22.00
1964,467,"COD, ATLANTIC",363005.00,424704.00,30754.00
1964,467,CUSK,35785.00,40433.00,1868.00
1964,467,"FLOUNDER, AMERICAN PLAICE",167376.00,167376.00,11134.00
1964,467,"FLOUNDER, WINTER",10125.00,10125.00,801.00
1964,467,"FLOUNDER, WITCH",80320.00,80320.00,7966.00
1964,467,HADDOCK,1762487.00,2009230.00,215201.00
1964,467,"HAKE, WHITE",148117.00,198476.00,9995.00
1964,467,"HALIBUT, ATLANTIC",1985.00,2282.00,535.00
1964,467,POLLOCK,304237.00,343783.00,19207.00
1964,467,"REDFISH, ACADIAN",128965.00,128965.00,5120.00
1964,467,"WOLFFISH, ATLANTIC",19753.00,23704.00,1238.00
1964,467,CONFIDENTIAL,2580.00,2580.00,154.00
1964,500,CONFIDENTIAL,27868.00,33753.00,12753.00
1964,510,CONFIDENTIAL,51080.00,51080.00,12498.00
1964,511,"COD, ATLANTIC",236002.00,276116.00,12051.00
1964,511,CUSK,19862.00,22442.00,904.00
1964,511,"FLOUNDER, AMERICAN PLAICE",34243.00,34243.00,1756.00
1964,511,"FLOUNDER, WINTER",4662.00,4662.00,130.00
1964,511,"FLOUNDER, WITCH",68830.00,68830.00,4709.00
1964,511,HADDOCK,472664.00,538828.00,53687.00
1964,511,"HAKE, WHITE",557082.00,746486.00,19945.00
1964,511,"HALIBUT, ATLANTIC",4415.00,5077.00,1864.00
1964,511,POLLOCK,115209.00,130123.00,5633.00
1964,511,"REDFISH, ACADIAN",733935.00,733935.00,27538.00
1964,511,"WOLFFISH, ATLANTIC",7236.00,8684.00,347.00
1964,511,CONFIDENTIAL,10306352.00,10306352.00,231152.00
1964,512,"COD, ATLANTIC",514999.00,602539.00,17242.00
1964,512,CUSK,79896.00,90284.00,2843.00
1964,512,"FLOUNDER, AMERICAN PLAICE",123054.00,123054.00,4381.00
1964,512,"FLOUNDER, WINTER",54716.00,54716.00,2685.00
1964,512,"FLOUNDER, WITCH",226927.00,226927.00,18058.00
1964,512,HADDOCK,719976.00,820754.00,68091.00
1964,512,"HAKE, SILVER",818810.00,818810.00,12921.00
1964,512,"HAKE, WHITE",1618466.00,2168735.00,78335.00
1964,512,"HALIBUT, ATLANTIC",46911.00,53948.00,17882.00
1964,512,"HERRING, ATLANTIC",31747805.00,31747805.00,677274.00
1964,512,"MACKEREL, ATLANTIC",19927.00,19927.00,1166.00
1964,512,"OTHER FISH, BONY",181073.00,181073.00,2063.00
1964,512,POLLOCK,212066.00,239624.00,5596.00
1964,512,"POMPANO, KILLIFISH",4102.00,4102.00,293.00
1964,512,"REDFISH, ACADIAN",1295734.00,1295734.00,50740.00
1964,512,"WOLFFISH, ATLANTIC",6555.00,7866.00,223.00
1964,512,CONFIDENTIAL,1200727.00,1200727.00,38542.00
1964,513,"COD, ATLANTIC",1254509.00,1467679.00,81358.00
1964,513,CUSK,145657.00,164575.00,9028.00
1964,513,"FLOUNDER, AMERICAN PLAICE",458300.00,458300.00,22127.00
1964,513,"FLOUNDER, WINTER",26223.00,26223.00,1495.00
1964,513,"FLOUNDER, WITCH",304760.00,304760.00,27313.00
1964,513,"FLOUNDER, YELLOWTAIL",8782.00,8782.00,316.00
1964,513,HADDOCK,1231788.00,1404100.00,131038.00
1964,513,"HAKE, RED",7180.00,7180.00,190.00
1964,513,"HAKE, SILVER",34738882.00,34789405.00,574442.00
1964,513,"HAKE, WHITE",497950.00,667184.00,31373.00
1964,513,"HALIBUT, ATLANTIC",5346.00,6143.00,2126.00
1964,513,"HERRING, ATLANTIC",15958030.00,15958030.00,312894.00
1964,513,"MACKEREL, ATLANTIC",455856.00,455856.00,16172.00
1964,513,"OTHER FISH, BONY",1513368.00,1513368.00,10226.00
1964,513,POLLOCK,662188.00,735512.00,28442.00
1964,513,"POMPANO, KILLIFISH",135496.00,135496.00,9530.00
1964,513,"REDFISH, ACADIAN",2231866.00,2231866.00,93673.00
1964,513,"SHARK, DOGFISH, NK",187644.00,225173.00,1216.00
1964,513,"SHARK, NK",375.00,450.00,20.00
1964,513,"TUNA, BLUEFIN",41053.00,41053.00,2840.00
1964,513,"WOLFFISH, ATLANTIC",8477.00,10172.00,427.00
1964,513,CONFIDENTIAL,122340.00,122352.00,9441.00
1964,514,ALEWIFE,3998630.00,3998630.00,39985.00
1964,514,"BASS, STRIPED",71476.00,71476.00,11196.00
1964,514,BLUEFISH,794.00,794.00,136.00
1964,514,"BONITO, ATLANTIC",235.00,235.00,38.00
1964,514,BUTTERFISH,51174.00,51174.00,8398.00
1964,514,"COD, ATLANTIC",3414631.00,3994807.00,276282.00
1964,514,CUSK,301648.00,340827.00,16905.00
1964,514,"EEL, AMERICAN",1600.00,1600.00,145.00
1964,514,"FLOUNDER, AMERICAN PLAICE",1072902.00,1072902.00,50368.00
1964,514,"FLOUNDER, SUMMER",5294.00,5294.00,1451.00
1964,514,"FLOUNDER, WINTER",2285226.00,2285226.00,206465.00
1964,514,"FLOUNDER, WITCH",825672.00,825672.00,81197.00
1964,514,"FLOUNDER, YELLOWTAIL",2805487.00,2805487.00,218339.00
1964,514,HADDOCK,5573203.00,6352963.00,542289.00
1964,514,"HAKE, RED",300755.00,300755.00,6742.00
1964,514,"HAKE, SILVER",31395266.00,31984099.00,746475.00
1964,514,"HAKE, WHITE",522797.00,700355.00,25317.00
1964,514,"HALIBUT, ATLANTIC",12158.00,13960.00,5129.00
1964,514,"HERRING, ATLANTIC",1610519.00,1610519.00,30826.00
1964,514,"MACKEREL, ATLANTIC",2194047.00,2194047.00,133308.00
1964,514,MONKFISH/ANGLER/GOOSEFISH,29750.00,98766.00,878.00
1964,514,"NEEDLEFISH, ATLANTIC",250.00,250.00,12.00
1964,514,"OTHER FISH, BONY",3995305.00,3995305.00,51568.00
1964,514,POLLOCK,1609024.00,1816211.00,85160.00
1964,514,"POMPANO, KILLIFISH",5716873.00,5716873.00,377175.00
1964,514,"POUT, OCEAN",2118395.00,2118395.00,28440.00
1964,514,"REDFISH, ACADIAN",818239.00,818239.00,28238.00
1964,514,SCUP,23580.00,23580.00,1888.00
1964,514,"SEA BASS, BLACK",3163.00,3163.00,845.00
1964,514,"SHAD, AMERICAN",9860.00,9860.00,530.00
1964,514,"SHARK, NK",3318.00,3982.00,139.00
1964,514,"SKATE, NK",39343.00,39343.00,1408.00
1964,514,"STURGEON, NK",1793.00,2152.00,283.00
1964,514,TAUTOG,1365.00,1365.00,43.00
1964,514,"TUNA, BLUEFIN",719243.00,719243.00,39154.00
1964,514,"TUNA, SKIPJACK",288200.00,288200.00,12971.00
1964,514,"WOLFFISH, ATLANTIC",77796.00,93355.00,3613.00
1964,514,CONFIDENTIAL,8.00,8.00,7.00
1964,515,"COD, ATLANTIC",642834.00,752040.00,51678.00
1964,515,CUSK,363429.00,410637.00,22262.00
1964,515,"FLOUNDER, AMERICAN PLAICE",91252.00,91252.00,5352.00
1964,515,"FLOUNDER, WINTER",3143.00,3143.00,361.00
1964,515,"FLOUNDER, WITCH",114849.00,114849.00,11481.00
1964,515,"FLOUNDER, YELLOWTAIL",3466.00,3466.00,176.00
1964,515,HADDOCK,2404904.00,2741517.00,285225.00
1964,515,"HAKE, SILVER",39080.00,43469.00,1095.00
1964,515,"HAKE, WHITE",201330.00,269756.00,16568.00
1964,515,"HALIBUT, ATLANTIC",18307.00,21043.00,8331.00
1964,515,POLLOCK,602472.00,680780.00,32481.00
1964,515,"POMPANO, KILLIFISH",23286.00,23286.00,1437.00
1964,515,"REDFISH, ACADIAN",8538999.00,8538999.00,346581.00
1964,515,"SKATE, NK",3023.00,3023.00,126.00
1964,515,"WOLFFISH, ATLANTIC",6794.00,8153.00,347.00
1964,515,CONFIDENTIAL,26940.00,27302.00,233.00
1964,520,CONFIDENTIAL,31726.00,31754.00,3050.00
1964,521,"BASS, STRIPED",10802.00,10802.00,1517.00
1964,521,BLUEFISH,7679.00,7692.00,1190.00
1964,521,"BONITO, ATLANTIC",11362.00,11362.00,1799.00
1964,521,BUTTERFISH,6067.00,6067.00,873.00
1964,521,"COD, ATLANTIC",7986593.00,9344001.00,647271.00
1964,521,CUSK,254417.00,287431.00,13437.00
1964,521,"FLOUNDER, AMERICAN PLAICE",629426.00,629426.00,44016.00
1964,521,"FLOUNDER, SUMMER",13029.00,13029.00,4619.00
1964,521,"FLOUNDER, WINTER",4662593.00,4662593.00,491013.00
1964,521,"FLOUNDER, WITCH",749241.00,749241.00,91498.00
1964,521,"FLOUNDER, YELLOWTAIL",1275725.00,1275725.00,113638.00
1964,521,HADDOCK,27597823.00,31461190.00,2907540.00
1964,521,"HAKE, RED",10640.00,10640.00,284.00
1964,521,"HAKE, SILVER",11628471.00,11726645.00,249253.00
1964,521,"HAKE, WHITE",690142.00,924705.00,62664.00
1964,521,"HALIBUT, ATLANTIC",59452.00,68354.00,28071.00
1964,521,"HERRING, ATLANTIC",352390.00,352390.00,6123.00
1964,521,"MACKEREL, ATLANTIC",64178.00,64178.00,15276.00
1964,521,"MENHADEN, ATLANTIC",2050.00,2050.00,35.00
1964,521,"OTHER FISH, BONY",2298415.00,2298415.00,27708.00
1964,521,POLLOCK,1471912.00,1663193.00,89286.00
1964,521,"POMPANO, KILLIFISH",307771.00,307771.00,23515.00
1964,521,"POUT, OCEAN",334720.00,334720.00,4185.00
1964,521,"REDFISH, ACADIAN",2534958.00,2534958.00,105726.00
1964,521,SCUP,23638.00,23638.00,2179.00
1964,521,"SEA BASS, BLACK",746.00,746.00,81.00
1964,521,"SHAD, AMERICAN",28876.00,28876.00,2276.00
1964,521,"SKATE, NK",15992.00,15992.00,674.00
1964,521,TAUTOG,8512.00,8512.00,171.00
1964,521,"TUNA, BLUEFIN",906.00,906.00,36.00
1964,521,"WOLFFISH, ATLANTIC",58648.00,70380.00,3219.00
1964,521,CONFIDENTIAL,530.00,636.00,69.00
1964,522,"COD, ATLANTIC",3241513.00,3792445.00,256680.00
1964,522,CUSK,254867.00,287970.00,15058.00
1964,522,"FLOUNDER, AMERICAN PLAICE",2452048.00,2452048.00,193322.00
1964,522,"FLOUNDER, SUMMER",9593.00,9593.00,1300.00
1964,522,"FLOUNDER, WINTER",849699.00,849699.00,136501.00
1964,522,"FLOUNDER, WITCH",405532.00,405532.00,52003.00
1964,522,"FLOUNDER, YELLOWTAIL",2438398.00,2438398.00,177822.00
1964,522,HADDOCK,19424716.00,22144025.00,1994003.00
1964,522,"HAKE, SILVER",475455.00,476741.00,11479.00
1964,522,"HAKE, WHITE",406146.00,544208.00,35348.00
1964,522,"HALIBUT, ATLANTIC",26060.00,29951.00,7995.00
1964,522,POLLOCK,2288005.00,2585415.00,132572.00
1964,522,"POMPANO, KILLIFISH",78890.00,78890.00,5399.00
1964,522,"REDFISH, ACADIAN",1018930.00,1018930.00,40977.00
1964,522,"SKATE, NK",3272.00,3272.00,131.00
1964,522,"WOLFFISH, ATLANTIC",41343.00,49609.00,2231.00
1964,522,CONFIDENTIAL,1912.00,1976.00,83.00
1964,523,"COD, ATLANTIC",5853025.00,6847990.00,441137.00
1964,523,CUSK,211503.00,238988.00,12599.00
1964,523,"FLOUNDER, AMERICAN PLAICE",476176.00,476176.00,28360.00
1964,523,"FLOUNDER, WINTER",413529.00,413529.00,59123.00
1964,523,"FLOUNDER, WITCH",34674.00,34674.00,3727.00
1964,523,"FLOUNDER, YELLOWTAIL",1424503.00,1424503.00,80700.00
1964,523,HADDOCK,21961641.00,25036254.00,2169900.00
1964,523,"HAKE, WHITE",103656.00,138894.00,7955.00
1964,523,"HALIBUT, ATLANTIC",18753.00,21552.00,5515.00
1964,523,POLLOCK,1993870.00,2251091.00,121059.00
1964,523,"POMPANO, KILLIFISH",28291.00,28291.00,1992.00
1964,523,"REDFISH, ACADIAN",86106.00,86106.00,3538.00
1964,523,"WOLFFISH, ATLANTIC",147416.00,176900.00,8219.00
1964,523,CONFIDENTIAL,15100.00,15906.00,619.00
1964,524,"COD, ATLANTIC",3218829.00,3765948.00,246017.00
1964,524,CUSK,45241.00,51121.00,2691.00
1964,524,"FLOUNDER, AMERICAN PLAICE",300334.00,300334.00,24107.00
1964,524,"FLOUNDER, SUMMER",8970.00,8970.00,2728.00
1964,524,"FLOUNDER, WINTER",1476077.00,1476077.00,266806.00
1964,524,"FLOUNDER, WITCH",72235.00,72235.00,6550.00
1964,524,"FLOUNDER, YELLOWTAIL",27072296.00,27072296.00,1706856.00
1964,524,HADDOCK,14874359.00,16956534.00,1450980.00
1964,524,"HAKE, WHITE",35341.00,47357.00,2266.00
1964,524,"HALIBUT, ATLANTIC",15276.00,17559.00,4252.00
1964,524,POLLOCK,279289.00,315575.00,17867.00
1964,524,"REDFISH, ACADIAN",31532.00,31532.00,1291.00
1964,524,"SHARK, NK",492.00,590.00,27.00
1964,524,SWORDFISH,143027.00,178785.00,48947.00
1964,524,"TUNA, BLUEFIN",2024.00,2024.00,115.00
1964,524,"WOLFFISH, ATLANTIC",63070.00,75684.00,3483.00
1964,524,CONFIDENTIAL,2400.00,2480.00,106.00
1964,525,"COD, ATLANTIC",534188.00,624980.00,46872.00
1964,525,CUSK,2852.00,3221.00,145.00
1964,525,"FLOUNDER, AMERICAN PLAICE",32762.00,32762.00,2205.00
1964,525,"FLOUNDER, SUMMER",17430.00,17430.00,7080.00
1964,525,"FLOUNDER, WINTER",281931.00,281931.00,46089.00
1964,525,"FLOUNDER, WITCH",14924.00,14924.00,2006.00
1964,525,"FLOUNDER, YELLOWTAIL",1944648.00,1944648.00,149453.00
1964,525,HADDOCK,3857113.00,4397065.00,384574.00
1964,525,"HAKE, WHITE",1650.00,2210.00,138.00
1964,525,"HALIBUT, ATLANTIC",2458.00,2824.00,574.00
1964,525,POLLOCK,23090.00,26090.00,1678.00
1964,525,"WOLFFISH, ATLANTIC",8825.00,10590.00,453.00
1964,525,CONFIDENTIAL,12075.00,12727.00,4410.00
1964,526,BLUEFISH,386.00,420.00,64.00
1964,526,BUTTERFISH,1335892.00,1335892.00,63803.00
1964,526,"COD, ATLANTIC",1811084.00,2118840.00,171159.00
1964,526,"EEL, CONGER",9128.00,9128.00,269.00
1964,526,"FLOUNDER, AMERICAN PLAICE",13273.00,13273.00,749.00
1964,526,"FLOUNDER, SUMMER",569199.00,569199.00,190163.00
1964,526,"FLOUNDER, WINTER",4943071.00,4943071.00,472055.00
1964,526,"FLOUNDER, WITCH",191733.00,191733.00,20541.00
1964,526,"FLOUNDER, YELLOWTAIL",29720903.00,29720903.00,2018719.00
1964,526,HADDOCK,2101731.00,2395802.00,218501.00
1964,526,"HAKE, SILVER",41685.00,45129.00,1563.00
1964,526,"HAKE, WHITE",23832.00,31929.00,1664.00
1964,526,"HALIBUT, ATLANTIC",1416.00,1626.00,488.00
1964,526,"OTHER FISH, BONY",143787.00,143787.00,2424.00
1964,526,POLLOCK,9942.00,11231.00,667.00
1964,526,"POMPANO, KILLIFISH",2866.00,2866.00,180.00
1964,526,SCUP,31024.00,31024.00,4274.00
1964,526,"SEA BASS, BLACK",434.00,434.00,83.00
1964,526,SWORDFISH,374536.00,468174.00,124880.00
1964,526,"TILEFISH, NK",234124.00,255192.00,22025.00
1964,526,"TUNA, BLUEFIN",69953.00,69953.00,6356.00
1964,526,"WEAKFISH/SEA TROUT, SQUETEAGUE",237.00,237.00,38.00
1964,526,"WOLFFISH, ATLANTIC",1600.00,1920.00,55.00
1964,526,CONFIDENTIAL,2557.00,2785.00,141.00
1964,537,BLUEFISH,78.00,85.00,13.00
1964,537,BUTTERFISH,210215.00,210215.00,27986.00
1964,537,"COD, ATLANTIC",170319.00,199224.00,16459.00
1964,537,"EEL, CONGER",2685.00,2685.00,101.00
1964,537,"FLOUNDER, AMERICAN PLAICE",3958.00,3958.00,270.00
1964,537,"FLOUNDER, SUMMER",232999.00,232999.00,74393.00
1964,537,"FLOUNDER, WINTER",660439.00,660439.00,49229.00
1964,537,"FLOUNDER, WITCH",21871.00,21871.00,2147.00
1964,537,"FLOUNDER, YELLOWTAIL",9093273.00,9093273.00,677110.00
1964,537,HADDOCK,64456.00,73469.00,5008.00
1964,537,"HAKE, RED",2567304.00,2567304.00,25934.00
1964,537,"HAKE, SILVER",1627908.00,1640278.00,42574.00
1964,537,"HAKE, WHITE",7421.00,9939.00,394.00
1964,537,"HERRING, ATLANTIC",28223.00,28223.00,706.00
1964,537,"MACKEREL, ATLANTIC",785.00,785.00,122.00
1964,537,MONKFISH/ANGLER/GOOSEFISH,1298.00,4308.00,58.00
1964,537,"OTHER FISH, BONY",33906049.00,33906049.00,272248.00
1964,537,POLLOCK,42197.00,42483.00,1117.00
1964,537,"POMPANO, KILLIFISH",11265.00,11265.00,553.00
1964,537,"POUT, OCEAN",727505.00,727505.00,10524.00
1964,537,"REDFISH, ACADIAN",15675.00,15675.00,240.00
1964,537,SCUP,55398.00,55398.00,8293.00
1964,537,"SEA BASS, BLACK",1485.00,1485.00,265.00
1964,537,"SKATE, NK",331.00,331.00,10.00
1964,537,SWORDFISH,142758.00,178451.00,47650.00
1964,537,"TILEFISH, NK",71648.00,78096.00,6958.00
1964,537,CONFIDENTIAL,507123.00,507215.00,40645.00
1964,538,"BASS, STRIPED",754.00,754.00,105.00
1964,538,BLUEFISH,7934.00,8285.00,1320.00
1964,538,"BONITO, ATLANTIC",2238.00,2238.00,361.00
1964,538,BUTTERFISH,30114.00,30114.00,3903.00
1964,538,"COD, ATLANTIC",39926.00,46705.00,3207.00
1964,538,"FLOUNDER, SUMMER",215449.00,215449.00,64973.00
1964,538,"FLOUNDER, WINTER",745069.00,745069.00,43503.00
1964,538,"FLOUNDER, WITCH",2065.00,2065.00,120.00
1964,538,"FLOUNDER, YELLOWTAIL",81356.00,81356.00,4229.00
1964,538,HADDOCK,635.00,723.00,48.00
1964,538,"HAKE, SILVER",18679.00,26413.00,638.00
1964,538,"HAKE, WHITE",242.00,324.00,12.00
1964,538,"MACKEREL, ATLANTIC",1813.00,1813.00,93.00
1964,538,"OTHER FISH, BONY",205329.00,205329.00,1343.00
1964,538,POLLOCK,3668.00,4144.00,188.00
1964,538,"POMPANO, KILLIFISH",4964.00,4964.00,394.00
