YEAR,STAT AREA,SPPNAME,LANDED LBS,LIVE LBS,VALUE
1985,465,"FLOUNDER, WINTER",2182.00,2182.00,1966.00
1985,465,"FLOUNDER, WITCH",150029.00,150029.00,167823.00
1985,465,HADDOCK,25267.00,28809.00,33304.00
1985,465,"HAKE, WHITE",101817.00,114181.00,52423.00
1985,465,"HALIBUT, ATLANTIC",1095.00,1261.00,2736.00
1985,465,MONKFISH/ANGLER/GOOSEFISH,20217.00,67121.00,14435.00
1985,465,POLLOCK,275870.00,306934.00,52483.00
1985,465,"REDFISH, ACADIAN",45417.00,45417.00,16536.00
1985,465,"WOLFFISH, ATLANTIC",16732.00,20078.00,4417.00
1985,465,CONFIDENTIAL,2752.00,2752.00,1292.00
1985,511,"COD, ATLANTIC",1151555.00,1347376.00,498217.00
1985,511,CUSK,124503.00,140694.00,38191.00
1985,511,"FLOUNDER, AMERICAN PLAICE",244516.00,244516.00,216990.00
1985,511,"FLOUNDER, NK",10207.00,10207.00,3270.00
1985,511,"FLOUNDER, WINTER",150713.00,150713.00,107378.00
1985,511,"FLOUNDER, WITCH",515533.00,515533.00,530185.00
1985,511,"FLOUNDER, YELLOWTAIL",1275.00,1275.00,907.00
1985,511,HADDOCK,100235.00,114271.00,111067.00
1985,511,"HAKE, WHITE",699829.00,777983.00,192651.00
1985,511,"HALIBUT, ATLANTIC",11209.00,12893.00,28400.00
1985,511,MONKFISH/ANGLER/GOOSEFISH,84190.00,279512.00,64435.00
1985,511,POLLOCK,818231.00,915071.00,137493.00
1985,511,"REDFISH, ACADIAN",187038.00,187038.00,59650.00
1985,511,"SHARK, NK",9885.00,11861.00,6801.00
1985,511,"WOLFFISH, ATLANTIC",28970.00,34764.00,6098.00
1985,511,CONFIDENTIAL,7728970.00,7729203.00,474576.00
1985,512,BLUEFISH,825.00,899.00,48.00
1985,512,"COD, ATLANTIC",2288852.00,2678427.00,984410.00
1985,512,CUSK,300151.00,339188.00,87238.00
1985,512,"FLOUNDER, AMERICAN PLAICE",1300783.00,1300783.00,1107858.00
1985,512,"FLOUNDER, NK",40527.00,40527.00,10687.00
1985,512,"FLOUNDER, SUMMER",1305.00,1305.00,340.00
1985,512,"FLOUNDER, WINTER",86943.00,86943.00,56363.00
1985,512,"FLOUNDER, WITCH",1658806.00,1658806.00,1389828.00
1985,512,"FLOUNDER, YELLOWTAIL",9449.00,9449.00,8947.00
1985,512,HADDOCK,330477.00,376781.00,383805.00
1985,512,"HAKE, RED",28550.00,28550.00,3182.00
1985,512,"HAKE, SILVER",27104.00,27104.00,4276.00
1985,512,"HAKE, WHITE",2127561.00,2363752.00,518551.00
1985,512,"HALIBUT, ATLANTIC",41950.00,48248.00,94756.00
1985,512,"HERRING, ATLANTIC",19685817.00,19685817.00,1149306.00
1985,512,"MACKEREL, ATLANTIC",470668.00,470668.00,51186.00
1985,512,MONKFISH/ANGLER/GOOSEFISH,321160.00,1066251.00,233835.00
1985,512,POLLOCK,2002076.00,2233582.00,319828.00
1985,512,"POMPANO, KILLIFISH",46696.00,9526.00,7497.00
1985,512,"REDFISH, ACADIAN",489174.00,489174.00,158634.00
1985,512,"SHAD, AMERICAN",1335.00,1335.00,77.00
1985,512,"SHARK, NK",4248.00,5098.00,3732.00
1985,512,"SKATE, NK",4250.00,7370.00,404.00
1985,512,"TUNA, BLUEFIN",9928.00,9928.00,36436.00
1985,512,"WOLFFISH, ATLANTIC",99815.00,119777.00,21837.00
1985,512,CONFIDENTIAL,5245935.00,5275191.00,212937.00
1985,513,"BASS, STRIPED",1414.00,1414.00,636.00
1985,513,BLUEFISH,211628.00,229208.00,20939.00
1985,513,BUTTERFISH,10003.00,10003.00,1790.00
1985,513,"COD, ATLANTIC",7293073.00,8541065.00,3619974.00
1985,513,CUSK,679764.00,768291.00,205978.00
1985,513,"FLOUNDER, AMERICAN PLAICE",4546967.00,4546967.00,3508909.00
1985,513,"FLOUNDER, NK",307996.00,307996.00,101933.00
1985,513,"FLOUNDER, SAND-DAB/WINDOWPANE",1189.00,1189.00,326.00
1985,513,"FLOUNDER, SUMMER",4030.00,4030.00,2076.00
1985,513,"FLOUNDER, WINTER",744421.00,744421.00,429858.00
1985,513,"FLOUNDER, WITCH",3249814.00,3249814.00,2663101.00
1985,513,"FLOUNDER, YELLOWTAIL",421407.00,421407.00,236737.00
1985,513,HADDOCK,907396.00,1034650.00,969418.00
1985,513,"HAKE, RED",414168.00,414168.00,46139.00
1985,513,"HAKE, SILVER",7027503.00,7027503.00,869099.00
1985,513,"HAKE, WHITE",2702702.00,3265558.00,535083.00
1985,513,"HALIBUT, ATLANTIC",9987.00,11492.00,21650.00
1985,513,"HERRING, ATLANTIC",10549126.00,10549126.00,525736.00
1985,513,"MACKEREL, ATLANTIC",199814.00,199814.00,32926.00
1985,513,"MENHADEN, ATLANTIC",28811953.00,28811953.00,589787.00
1985,513,MONKFISH/ANGLER/GOOSEFISH,851627.00,2824651.00,612202.00
1985,513,"OTHER FISH, BONY",440689.00,440689.00,18045.00
1985,513,POLLOCK,10880253.00,12046007.00,1749827.00
1985,513,"POMPANO, KILLIFISH",398956.00,389421.00,93702.00
1985,513,"REDFISH, ACADIAN",1601307.00,1601307.00,481507.00
1985,513,"SALMON, ATLANTIC",29.00,29.00,24.00
1985,513,"SHAD, AMERICAN",26867.00,26867.00,2131.00
1985,513,"SHARK, DOGFISH, SPINY",120582.00,886514.00,56650.00
1985,513,"SHARK, MAKO, NK",1340.00,1608.00,1328.00
1985,513,"SHARK, NK",6432.00,7717.00,4131.00
1985,513,"SKATE, NK",142362.00,296532.00,14258.00
1985,513,SMELT,220.00,220.00,23.00
1985,513,"STURGEON, NK",1987.00,2385.00,582.00
1985,513,TAUTOG,250.00,250.00,59.00
1985,513,"TUNA, BLUEFIN",296436.00,296436.00,1003907.00
1985,513,"WOLFFISH, ATLANTIC",407040.00,488459.00,90879.00
1985,513,CONFIDENTIAL,16162.00,16162.00,8935.00
1985,514,"BASS, STRIPED",3520.00,3520.00,4971.00
1985,514,BLUEFISH,283849.00,295859.00,47421.00
1985,514,BUTTERFISH,69186.00,69186.00,29618.00
1985,514,"COD, ATLANTIC",6011055.00,7036551.00,3143775.00
1985,514,CUSK,227201.00,256868.00,81270.00
1985,514,"FLOUNDER, AMERICAN PLAICE",2084884.00,2084884.00,1689101.00
1985,514,"FLOUNDER, FOURSPOT",19234.00,19234.00,3064.00
1985,514,"FLOUNDER, NK",41906.00,41906.00,35841.00
1985,514,"FLOUNDER, SAND-DAB/WINDOWPANE",243561.00,243561.00,71061.00
1985,514,"FLOUNDER, SUMMER",169626.00,169626.00,177767.00
1985,514,"FLOUNDER, WINTER",2450319.00,2450319.00,2084895.00
1985,514,"FLOUNDER, WITCH",1449584.00,1449584.00,1464772.00
1985,514,"FLOUNDER, YELLOWTAIL",1218924.00,1218924.00,1099738.00
1985,514,HADDOCK,1097446.00,1251274.00,1271050.00
1985,514,"HAKE, RED",1599937.00,1599937.00,185555.00
1985,514,"HAKE, SILVER",9614434.00,9634162.00,1922857.00
1985,514,"HAKE, WHITE",722305.00,836530.00,221997.00
1985,514,"HALIBUT, ATLANTIC",5321.00,6124.00,9721.00
1985,514,"HALIBUT, GREENLAND",123.00,123.00,185.00
1985,514,"HERRING, ATLANTIC",18407405.00,18407405.00,762911.00
1985,514,"MACKEREL, ATLANTIC",359017.00,359017.00,89171.00
1985,514,"MENHADEN, ATLANTIC",3499825.00,3499825.00,159289.00
1985,514,MONKFISH/ANGLER/GOOSEFISH,525323.00,1708469.00,382899.00
1985,514,"OTHER FISH, BONY",489726.00,489726.00,22811.00
1985,514,POLLOCK,8150526.00,8974659.00,1401768.00
1985,514,"POMPANO, KILLIFISH",248069.00,247860.00,88235.00
1985,514,"POUT, OCEAN",1535210.00,1535210.00,125518.00
1985,514,"REDFISH, ACADIAN",443849.00,443849.00,149107.00
1985,514,SCUP,20869.00,20869.00,17509.00
1985,514,"SEA BASS, BLACK",7898.00,7898.00,17561.00
1985,514,"SHAD, AMERICAN",16271.00,16271.00,1726.00
1985,514,"SHARK, DOGFISH, NK",1135.00,1135.00,117.00
1985,514,"SHARK, DOGFISH, SPINY",7242760.00,7279760.00,442567.00
1985,514,"SHARK, MAKO, NK",1825.00,2191.00,2684.00
1985,514,"SHARK, NK",2939.00,3526.00,3553.00
1985,514,"SKATE, NK",204977.00,446143.00,28129.00
1985,514,"STURGEON, NK",4139.00,4967.00,1735.00
1985,514,TAUTOG,20798.00,20798.00,6520.00
1985,514,"TILEFISH, NK",155.00,169.00,140.00
1985,514,"TUNA, BLUEFIN",1386548.00,1386548.00,5366298.00
1985,514,"WEAKFISH/SEA TROUT, SQUETEAGUE",234.00,234.00,131.00
1985,514,"WOLFFISH, ATLANTIC",239816.00,287779.00,67601.00
1985,514,CONFIDENTIAL,843.00,843.00,139.00
1985,515,"COD, ATLANTIC",3175414.00,3762055.00,1816181.00
1985,515,CUSK,2078364.00,2348597.00,696157.00
1985,515,"FLOUNDER, AMERICAN PLAICE",2312771.00,2312771.00,2166066.00
1985,515,"FLOUNDER, NK",122248.00,122248.00,38018.00
1985,515,"FLOUNDER, SAND-DAB/WINDOWPANE",2265.00,2265.00,1313.00
1985,515,"FLOUNDER, SUMMER",726.00,726.00,1050.00
1985,515,"FLOUNDER, WINTER",56173.00,56173.00,44604.00
1985,515,"FLOUNDER, WITCH",2783366.00,2783366.00,2707046.00
1985,515,"FLOUNDER, YELLOWTAIL",19335.00,19335.00,16671.00
1985,515,HADDOCK,1884810.00,2148774.00,2231993.00
1985,515,"HAKE, RED",23629.00,23629.00,5780.00
1985,515,"HAKE, SILVER",78734.00,78734.00,19048.00
1985,515,"HAKE, WHITE",3347641.00,3995389.00,1038298.00
1985,515,"HALIBUT, ATLANTIC",30425.00,35007.00,69819.00
1985,515,"MACKEREL, ATLANTIC",3625.00,3625.00,990.00
1985,515,MONKFISH/ANGLER/GOOSEFISH,493469.00,1638093.00,368694.00
1985,515,POLLOCK,7627091.00,8375756.00,1443050.00
1985,515,"REDFISH, ACADIAN",3440094.00,3440094.00,1129475.00
1985,515,"SEA BASS, BLACK",360.00,360.00,754.00
1985,515,"SHAD, AMERICAN",90.00,90.00,8.00
1985,515,"SHARK, MAKO, NK",384.00,461.00,495.00
1985,515,"SHARK, NK",1936.00,2325.00,2566.00
1985,515,"SKATE, NK",29991.00,68074.00,3388.00
1985,515,"TUNA, BLUEFIN",310.00,310.00,729.00
1985,515,"WOLFFISH, ATLANTIC",314833.00,377796.00,94265.00
1985,515,CONFIDENTIAL,338040.00,338098.00,35835.00
1985,521,BLUEFISH,26786.00,29167.00,5659.00
1985,521,BUTTERFISH,1246.00,1246.00,567.00
1985,521,"COD, ATLANTIC",19991358.00,24549605.00,10673888.00
1985,521,CUSK,595632.00,673149.00,183711.00
1985,521,"EEL, CONGER",43.00,43.00,6.00
1985,521,"FLOUNDER, AMERICAN PLAICE",1937237.00,1937237.00,1857206.00
1985,521,"FLOUNDER, FOURSPOT",15722.00,15722.00,2719.00
1985,521,"FLOUNDER, NK",27255.00,27255.00,19401.00
1985,521,"FLOUNDER, SAND-DAB/WINDOWPANE",1214273.00,1214273.00,645577.00
1985,521,"FLOUNDER, SUMMER",32139.00,32139.00,37428.00
1985,521,"FLOUNDER, WINTER",3885772.00,3885772.00,3956840.00
1985,521,"FLOUNDER, WITCH",1621113.00,1621113.00,1880987.00
1985,521,"FLOUNDER, YELLOWTAIL",912267.00,912267.00,982585.00
1985,521,HADDOCK,2527635.00,2881599.00,2745248.00
1985,521,"HAKE, RED",105265.00,105265.00,17906.00
1985,521,"HAKE, SILVER",645545.00,679502.00,173591.00
1985,521,"HAKE, WHITE",1154683.00,1305078.00,350368.00
1985,521,"HALIBUT, ATLANTIC",7545.00,8687.00,16975.00
1985,521,"HERRING, ATLANTIC",356897.00,356897.00,20427.00
1985,521,"MACKEREL, ATLANTIC",18051.00,18051.00,5356.00
1985,521,MONKFISH/ANGLER/GOOSEFISH,434512.00,1403057.00,330969.00
1985,521,POLLOCK,4797190.00,5595693.00,1078471.00
1985,521,"POMPANO, KILLIFISH",243033.00,242739.00,70741.00
1985,521,"POUT, OCEAN",129049.00,129049.00,10329.00
1985,521,"REDFISH, ACADIAN",1687261.00,1687261.00,583909.00
1985,521,SCUP,3307.00,3307.00,2921.00
1985,521,"SEA BASS, BLACK",5217.00,5217.00,6405.00
1985,521,"SHAD, AMERICAN",1293.00,1293.00,169.00
1985,521,"SHARK, NK",4648.00,5580.00,4273.00
1985,521,"SKATE, NK",175121.00,397515.00,21555.00
1985,521,"STURGEON, NK",626.00,749.00,401.00
1985,521,TAUTOG,2726.00,2726.00,461.00
1985,521,"TUNA, BLUEFIN",227382.00,227382.00,878694.00
1985,521,"WOLFFISH, ATLANTIC",430582.00,516696.00,113707.00
1985,521,CONFIDENTIAL,675.00,782.00,491.00
1985,522,BLUEFISH,4461.00,4862.00,1215.00
1985,522,BUTTERFISH,41097.00,41097.00,11079.00
1985,522,"COD, ATLANTIC",7047892.00,8278779.00,3366368.00
1985,522,CUSK,358754.00,405420.00,115337.00
1985,522,"FLOUNDER, AMERICAN PLAICE",1946874.00,1946874.00,1803208.00
1985,522,"FLOUNDER, NK",8773.00,8773.00,5457.00
1985,522,"FLOUNDER, SAND-DAB/WINDOWPANE",1153699.00,1153699.00,692743.00
1985,522,"FLOUNDER, SUMMER",21162.00,21162.00,26158.00
1985,522,"FLOUNDER, WINTER",1687931.00,1687931.00,2036728.00
1985,522,"FLOUNDER, WITCH",1032395.00,1032395.00,961816.00
1985,522,"FLOUNDER, YELLOWTAIL",508815.00,508815.00,545140.00
1985,522,HADDOCK,1634783.00,1863700.00,1693469.00
1985,522,"HAKE, RED",8615.00,8615.00,1978.00
1985,522,"HAKE, SILVER",800968.00,800968.00,86182.00
1985,522,"HAKE, WHITE",743829.00,872444.00,234535.00
1985,522,"HALIBUT, ATLANTIC",6368.00,7327.00,10821.00
1985,522,MONKFISH/ANGLER/GOOSEFISH,286957.00,948716.00,217174.00
1985,522,POLLOCK,2159161.00,2397591.00,456561.00
1985,522,"REDFISH, ACADIAN",814835.00,814835.00,287856.00
1985,522,SCUP,2003.00,2003.00,1330.00
1985,522,"SEA BASS, BLACK",6768.00,6768.00,6930.00
1985,522,TAUTOG,534.00,534.00,30.00
1985,522,"WOLFFISH, ATLANTIC",114652.00,137583.00,29972.00
1985,522,CONFIDENTIAL,925.00,968.00,450.00
1985,525,BLUEFISH,1210.00,1319.00,1241.00
1985,525,BUTTERFISH,92705.00,92705.00,13527.00
1985,525,"COD, ATLANTIC",2258507.00,2654561.00,959456.00
1985,525,CUSK,9289.00,10497.00,3655.00
1985,525,"EEL, CONGER",808.00,808.00,167.00
1985,525,"FLOUNDER, AMERICAN PLAICE",154112.00,154112.00,126384.00
1985,525,"FLOUNDER, SAND-DAB/WINDOWPANE",630559.00,630559.00,261180.00
1985,525,"FLOUNDER, SUMMER",910798.00,910798.00,908820.00
1985,525,"FLOUNDER, WINTER",616360.00,616360.00,655856.00
1985,525,"FLOUNDER, WITCH",218091.00,218091.00,156875.00
1985,525,"FLOUNDER, YELLOWTAIL",1137369.00,1137369.00,1178123.00
1985,525,HADDOCK,584037.00,665820.00,538419.00
1985,525,"HAKE, RED",210.00,210.00,39.00
1985,525,"HAKE, SILVER",93697.00,93697.00,17868.00
1985,525,"HAKE, WHITE",39956.00,52471.00,19573.00
1985,525,"HALIBUT, ATLANTIC",739.00,850.00,1305.00
1985,525,MONKFISH/ANGLER/GOOSEFISH,131337.00,435193.00,98597.00
1985,525,POLLOCK,114549.00,127195.00,21540.00
1985,525,SCUP,947.00,947.00,621.00
1985,525,"SEA BASS, BLACK",1964.00,1964.00,1630.00
1985,525,SWORDFISH,207563.00,274968.00,760874.00
1985,525,"TILEFISH, NK",62195.00,67794.00,53454.00
1985,525,"TUNA, BLUEFIN",1861.00,1861.00,4697.00
1985,525,"WEAKFISH/SEA TROUT, SQUETEAGUE",32.00,32.00,16.00
1985,525,"WOLFFISH, ATLANTIC",3414.00,4097.00,860.00
1985,525,CONFIDENTIAL,8158.00,8290.00,3465.00
1985,526,BLUEFISH,18249.00,19882.00,2592.00
1985,526,BUTTERFISH,866530.00,866530.00,324371.00
1985,526,"COD, ATLANTIC",3876085.00,4556790.00,1984057.00
1985,526,CUSK,6452.00,7292.00,1554.00
1985,526,"EEL, CONGER",4855.00,4855.00,897.00
1985,526,"FLOUNDER, AMERICAN PLAICE",59360.00,59360.00,48155.00
1985,526,"FLOUNDER, SAND-DAB/WINDOWPANE",1806181.00,1806181.00,1126822.00
1985,526,"FLOUNDER, SUMMER",2063954.00,2063954.00,2141478.00
1985,526,"FLOUNDER, WINTER",1858922.00,1858922.00,1628860.00
1985,526,"FLOUNDER, WITCH",234153.00,234153.00,163764.00
1985,526,"FLOUNDER, YELLOWTAIL",2977020.00,2977020.00,2926837.00
1985,526,HADDOCK,248769.00,283607.00,249350.00
1985,526,"HAKE, RED",4015.00,4015.00,784.00
1985,526,"HAKE, SILVER",712515.00,712515.00,111962.00
1985,526,"HAKE, WHITE",24582.00,30999.00,7173.00
1985,526,"HALIBUT, ATLANTIC",423.00,487.00,610.00
1985,526,"MACKEREL, ATLANTIC",13018.00,13018.00,1909.00
1985,526,MONKFISH/ANGLER/GOOSEFISH,225629.00,745470.00,190990.00
1985,526,POLLOCK,108404.00,120774.00,22174.00
1985,526,"POMPANO, KILLIFISH",272.00,272.00,155.00
1985,526,"REDFISH, ACADIAN",4272.00,4272.00,1330.00
1985,526,SCUP,20815.00,20815.00,7894.00
1985,526,"SEA BASS, BLACK",9542.00,9542.00,11419.00
1985,526,"SHAD, AMERICAN",221.00,221.00,27.00
1985,526,"SHARK, MAKO, NK",5513.00,6616.00,5513.00
1985,526,"SHARK, NK",1120.00,1344.00,1136.00
1985,526,"SKATE, NK",1410.00,3156.00,215.00
1985,526,SWORDFISH,67128.00,83911.00,240077.00
1985,526,TAUTOG,1401.00,1401.00,188.00
1985,526,"TILEFISH, NK",723028.00,788099.00,810401.00
1985,526,"TUNA, ALBACORE",1031.00,1031.00,488.00
1985,526,"TUNA, BIGEYE",34869.00,34869.00,106157.00
1985,526,"TUNA, BLUEFIN",40659.00,40659.00,168705.00
1985,526,"TUNA, NK",27541.00,27541.00,44705.00
1985,526,"TUNA, YELLOWFIN",30897.00,30897.00,25974.00
1985,526,"WEAKFISH/SEA TROUT, SQUETEAGUE",1141.00,1141.00,575.00
1985,526,"WOLFFISH, ATLANTIC",5635.00,6762.00,1554.00
1985,526,CONFIDENTIAL,2484.00,2563.00,1885.00
1985,533,CONFIDENTIAL,11739.00,14514.00,53100.00
1985,534,CONFIDENTIAL,14565.00,15876.00,18206.00
1985,537,"BASS, STRIPED",2662.00,2662.00,4259.00
1985,537,BLUEFISH,580251.00,632101.00,63484.00
1985,537,"BONITO, ATLANTIC",1105.00,1105.00,316.00
1985,537,BUTTERFISH,4890227.00,4890227.00,1522554.00
1985,537,"COD, ATLANTIC",1999341.00,2511759.00,1175139.00
1985,537,CUNNER,151.00,151.00,10.00
1985,537,CUSK,245.00,277.00,24.00
1985,537,DOLPHINFISH,2991.00,2991.00,2991.00
1985,537,"EEL, CONGER",45872.00,45872.00,7050.00
1985,537,"FLOUNDER, AMERICAN PLAICE",17690.00,17690.00,13497.00
1985,537,"FLOUNDER, SAND-DAB/WINDOWPANE",1587731.00,1587731.00,882060.00
1985,537,"FLOUNDER, SUMMER",3877953.00,3877953.00,4008535.00
1985,537,"FLOUNDER, WINTER",2967964.00,2967964.00,2007989.00
1985,537,"FLOUNDER, WITCH",74499.00,74499.00,51836.00
1985,537,"FLOUNDER, YELLOWTAIL",2717298.00,2717298.00,2584857.00
1985,537,HADDOCK,6132.00,6992.00,7031.00
1985,537,"HAKE, RED",422647.00,422647.00,45335.00
1985,537,"HAKE, SILVER",8707216.00,8709628.00,1500632.00
1985,537,"HAKE, WHITE",52242.00,62590.00,11684.00
1985,537,"HERRING, ATLANTIC",8242.00,8242.00,1567.00
1985,537,"MACKEREL, ATLANTIC",945130.00,945130.00,177444.00
1985,537,"MARLIN, NK",536.00,536.00,374.00
1985,537,MONKFISH/ANGLER/GOOSEFISH,527587.00,1705923.00,436106.00
1985,537,POLLOCK,32600.00,35680.00,7019.00
1985,537,"POMPANO, KILLIFISH",1659.00,1659.00,337.00
1985,537,"POUT, OCEAN",1207471.00,1207471.00,101951.00
1985,537,"REDFISH, ACADIAN",415.00,415.00,310.00
1985,537,SCUP,4002229.00,4002229.00,2228319.00
1985,537,"SEA BASS, BLACK",184482.00,184482.00,257946.00
1985,537,"SHAD, AMERICAN",41249.00,41249.00,5267.00
1985,537,"SHARK, MAKO, NK",2498.00,2998.00,2617.00
1985,537,"SHARK, NK",2120.00,2544.00,591.00
1985,537,"SKATE, NK",60759.00,123333.00,5540.00
1985,537,"STURGEON, NK",2985.00,3585.00,1395.00
1985,537,SWORDFISH,55615.00,69520.00,251354.00
1985,537,TAUTOG,95964.00,95964.00,25306.00
1985,537,"TILEFISH, NK",238009.00,259431.00,279323.00
1985,537,"TUNA, ALBACORE",737.00,737.00,429.00
1985,537,"TUNA, BIGEYE",13045.00,13045.00,41049.00
1985,537,"TUNA, BLUEFIN",235013.00,235013.00,672028.00
1985,537,"TUNA, NK",5495.00,5495.00,10068.00
1985,537,"TUNA, YELLOWFIN",335597.00,335597.00,110635.00
1985,537,"WEAKFISH/SEA TROUT, SQUETEAGUE",20406.00,20406.00,17243.00
1985,537,"WOLFFISH, ATLANTIC",864.00,1036.00,435.00
1985,537,CONFIDENTIAL,5478.00,6423.00,684.00
1985,538,"BASS, STRIPED",143.00,143.00,235.00
1985,538,BLUEFISH,274265.00,289499.00,43244.00
1985,538,"BONITO, ATLANTIC",29675.00,29675.00,6627.00
1985,538,BUTTERFISH,77684.00,77684.00,32896.00
1985,538,COBIA,83.00,83.00,33.00
1985,538,"COD, ATLANTIC",50842.00,60362.00,31369.00
1985,538,"EEL, CONGER",860.00,860.00,138.00
1985,538,"FLOUNDER, AMERICAN PLAICE",7149.00,7149.00,5684.00
1985,538,"FLOUNDER, SAND-DAB/WINDOWPANE",671007.00,671007.00,256111.00
1985,538,"FLOUNDER, SUMMER",1101081.00,1101081.00,1406189.00
1985,538,"FLOUNDER, WINTER",977562.00,977562.00,656734.00
1985,538,"FLOUNDER, WITCH",3043.00,3043.00,1896.00
1985,538,"FLOUNDER, YELLOWTAIL",14709.00,14709.00,12103.00
1985,538,"HAKE, RED",1049.00,1049.00,151.00
1985,538,"HAKE, SILVER",26518.00,26531.00,5221.00
1985,538,"HAKE, WHITE",54.00,72.00,19.00
1985,538,"JACK, AMBERJACK, NK",59.00,59.00,24.00
1985,538,"MACKEREL, ATLANTIC",332563.00,332563.00,88093.00
1985,538,MONKFISH/ANGLER/GOOSEFISH,16070.00,51138.00,12678.00
1985,538,POLLOCK,402.00,447.00,100.00
1985,538,"POMPANO, KILLIFISH",407.00,407.00,70.00
1985,538,SCUP,1455206.00,1455206.00,904266.00
1985,538,"SEA BASS, BLACK",444313.00,444313.00,567771.00
1985,538,"SEAROBIN, NK",56.00,56.00,5.00
1985,538,"SHAD, AMERICAN",251.00,251.00,36.00
1985,538,"SKATE, NK",58855.00,59674.00,2969.00
1985,538,"STURGEON, NK",602.00,722.00,347.00
1985,538,TAUTOG,129203.00,129203.00,23352.00
1985,538,"WEAKFISH/SEA TROUT, SQUETEAGUE",8800.00,8800.00,8693.00
1985,538,"WOLFFISH, ATLANTIC",44.00,53.00,6.00
1985,538,CONFIDENTIAL,10238.00,12188.00,42391.00
1985,539,"BASS, STRIPED",63696.00,63696.00,92172.00
1985,539,BLUEFISH,704051.00,766555.00,93258.00
1985,539,"BONITO, ATLANTIC",46276.00,46276.00,19356.00
1985,539,BUTTERFISH,554581.00,554581.00,271781.00
1985,539,"COD, ATLANTIC",158328.00,206222.00,98560.00
1985,539,CUNNER,1234.00,1234.00,43.00
1985,539,DOLPHINFISH,1095.00,1095.00,1095.00
1985,539,"EEL, AMERICAN",6609.00,6609.00,7280.00
1985,539,"EEL, CONGER",50401.00,50401.00,9182.00
1985,539,"FLOUNDER, AMERICAN PLAICE",865.00,865.00,453.00
1985,539,"FLOUNDER, SAND-DAB/WINDOWPANE",209085.00,209085.00,75705.00
1985,539,"FLOUNDER, SUMMER",761981.00,761981.00,871798.00
1985,539,"FLOUNDER, WINTER",2572392.00,2572392.00,1747941.00
1985,539,"FLOUNDER, WITCH",4671.00,4671.00,3491.00
1985,539,"FLOUNDER, YELLOWTAIL",342297.00,342297.00,283341.00
1985,539,HADDOCK,910.00,1038.00,719.00
1985,539,"HAKE, RED",387659.00,387659.00,49304.00
1985,539,"HAKE, SILVER",2090890.00,2090890.00,419772.00
1985,539,"HAKE, WHITE",9306.00,11275.00,2445.00
1985,539,"HERRING, ATLANTIC",329816.00,329816.00,25795.00
1985,539,"JACK, CREVALLE",122.00,122.00,59.00
1985,539,"MACKEREL, ATLANTIC",665465.00,665465.00,154173.00
1985,539,"MACKEREL, KING",21.00,21.00,11.00
1985,539,"MACKEREL, SPANISH",54.00,54.00,38.00
1985,539,"MARLIN, NK",916.00,916.00,601.00
1985,539,"MENHADEN, ATLANTIC",8388046.00,8388046.00,539868.00
1985,539,MONKFISH/ANGLER/GOOSEFISH,211990.00,650296.00,175206.00
1985,539,"PERCH, WHITE",5031.00,5031.00,4469.00
1985,539,POLLOCK,4792.00,4887.00,978.00
1985,539,"POMPANO, KILLIFISH",22308.00,22308.00,6016.00
1985,539,"POUT, OCEAN",324698.00,324698.00,22329.00
1985,539,"REDFISH, ACADIAN",61.00,61.00,30.00
1985,539,SCUP,2731650.00,2731650.00,1537879.00
1985,539,"SEA BASS, BLACK",236171.00,236171.00,260944.00
1985,539,"SHAD, AMERICAN",47033.00,47033.00,6866.00
1985,539,"SHARK, DOGFISH, NK",825.00,825.00,41.00
1985,539,"SHARK, MAKO, NK",2378.00,2854.00,3570.00
1985,539,"SHARK, NK",2063.00,2474.00,397.00
1985,539,"SKATE, NK",125382.00,236348.00,13289.00
1985,539,"STURGEON, NK",2224.00,2670.00,1154.00
1985,539,TAUTOG,171932.00,171932.00,35039.00
1985,539,"TILEFISH, NK",1818.00,1981.00,1601.00
1985,539,"TUNA, ALBACORE",6330.00,6330.00,1782.00
1985,539,"TUNA, BLUEFIN",107711.00,107711.00,305867.00
1985,539,"TUNA, LITTLE TUNNY",44367.00,44367.00,6611.00
1985,539,"TUNA, NK",826.00,826.00,738.00
1985,539,"TUNA, YELLOWFIN",7655.00,7655.00,6231.00
1985,539,"WEAKFISH/SEA TROUT, SQUETEAGUE",126980.00,126980.00,115424.00
1985,539,CONFIDENTIAL,1358.00,1381.00,122.00
1985,541,CONFIDENTIAL,64450.00,69870.00,43405.00
1985,542,CONFIDENTIAL,13500.00,16150.00,42700.00
1985,561,"COD, ATLANTIC",4157143.00,4869827.00,1954564.00
1985,561,CUSK,148778.00,168127.00,47594.00
1985,561,"FLOUNDER, AMERICAN PLAICE",390062.00,390062.00,354738.00
1985,561,"FLOUNDER, NK",345.00,345.00,247.00
1985,561,"FLOUNDER, SAND-DAB/WINDOWPANE",164742.00,164742.00,104126.00
1985,561,"FLOUNDER, SUMMER",4210.00,4210.00,4152.00
1985,561,"FLOUNDER, WINTER",593457.00,593457.00,773787.00
1985,561,"FLOUNDER, WITCH",281273.00,281273.00,248001.00
1985,561,"FLOUNDER, YELLOWTAIL",149857.00,149857.00,166820.00
1985,561,HADDOCK,878943.00,1002011.00,920846.00
1985,561,"HAKE, RED",5535.00,5535.00,1766.00
1985,561,"HAKE, SILVER",33325.00,33325.00,3270.00
